staId,staRetId,staProductName,staBreadcrumb,staOptionName,staChildIdentifier,staParentIdentifier,staUrlId,staPartNumber,staImageCount,staDescription,staMainImage,staShippingWeight,staShippingWeightUnit,staBestSeller1,staBestSeller2,staBestSeller3,staFirstAvailable,staBrand,staItemWeight,staItemWeightUnit,staDimensions,staDimensionsUnit,staAplus,staLastCrawl
52,1,"Moog Minimoog Model D, Natural","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01IQNL1GY,B01IQNL1GY,79,MIN-MOOG-D-02,5,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71CxfQ6hzXL._SL1200_.jpg,38,pounds,"#161,151 in Musical Instruments (See Top 100 in Musical Instruments)","#348 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-07-20,Moog,38,pounds,NULL,inches,0,68
53,1,"Tiptop Audio BD808 TR808 Bass Drum Gen.","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01IFFDRMO,B01IFFDRMO,80,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/51UrejaAVkL._SL1200_.jpg,4,ounces,"#166,889 in Musical Instruments (See Top 100 in Musical Instruments)","#365 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-07-20,"Tiptop Audio",1,pounds,NULL,inches,0,69
54,1,"Novation LAUNCHKEY-49-MK2 49-Key USB MIDI Keyboard Controller+Mic+Case+Cable","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01HEEVDT6,B01HEEVDT6,81,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71NJaSdR2wL._SL1500_.jpg,11,pounds,"#161,157 in Musical Instruments (See Top 100 in Musical Instruments)","#349 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-06-22,Novation,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,70
55,1,"Mutable Instruments Grids","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01F9LTF9G,B01F9LTF9G,82,713803227825,3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61P84b2W85L._SL1200_.jpg,11,ounces,"#172,621 in Musical Instruments (See Top 100 in Musical Instruments)","#385 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-09-02,"Mutable Instruments",1,pounds,NULL,inches,0,71
56,1,"Pittsburgh Modular GAME SYSTEM Module Retro Gaming Inspired Gate and CV Sequencer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B013IMBHVC,B013IMBHVC,83,"GAME SYSTEM",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/715L%2Bp0iHjL._SL1500_.jpg,1,pounds,"#213,397 in Musical Instruments (See Top 100 in Musical Instruments)","#523 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2015-08-06,"Pittsburgh Modular",1,pounds,NULL,inches,0,72
57,1,"Dave Smith Instruments Prophet 12 61-key Synthesizer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00BUIUR2W,B074P74D8Y,84,DSI-2300,2,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61YXWpRyXAL._SL1000_.jpg,35,pounds,"#182,000 in Musical Instruments (See Top 100 in Musical Instruments)","#409 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2013-03-15,"Dave Smith Instruments",26,pounds,NULL,inches,0,73
58,1,"Pittsburgh Modular Microvolt 3900 Semi-Modular Synthesizer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07CJQSCLS,B07CJQSCLS,85,"[!Error: part_number Not Found]",4,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/714%2B4xUe9RL._SL1200_.jpg,5,pounds,"#189,505 in Musical Instruments (See Top 100 in Musical Instruments)","#439 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-03-15,"Pittsburgh Modular",5,pounds,NULL,inches,0,74
59,1,"Kawai MP11SE, 88 Keys Stage Piano","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B0787G8MRJ,B0787G8MRJ,86,MP11SE,3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/815SomlXseL._SL1500_.jpg,50,pounds,"#200,747 in Musical Instruments (See Top 100 in Musical Instruments)","#485 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-12-11,Kawai,50,pounds,NULL,inches,0,75
60,1,"Novation LAUNCHKEY-25-MK2 25-Key USB MIDI Keyboard Controller+Headphones+Mic","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01HEQNDYC,B01HEQNDYC,89,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81UqmwA1VFL._SL1500_.jpg,9,pounds,"#166,565 in Musical Instruments (See Top 100 in Musical Instruments)","#364 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-06-22,Novation,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,78
61,1,"Moog VX-351 Voyager Control Voltage Expander","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00V5BOXW4,B00V5BOXW4,90,VX-351,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71%2BCWvR-IxL._SL1000_.jpg,3,pounds,"#165,109 in Musical Instruments (See Top 100 in Musical Instruments)","#362 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2004-04-13,Moog,3,pounds,NULL,inches,0,79
62,1,"Image Line Toxic Biohazard Virtual Software Synthesizer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00A92V4JU,"[!Error: parent_asin Not Found]",91,12-41310,1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61Gs7ZkwDWL._SL1000_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2011-09-09,Image-Line,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,80
63,1,"Dave Smith Instruments Mopho x4 4-voice Analog Synthesizer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B008VVHXTG,B008VVHXTG,92,DSI-2204,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61mzez0by7L._SL1000_.jpg,18,pounds,"#171,041 in Musical Instruments (See Top 100 in Musical Instruments)","#378 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2012-08-10,"Dave Smith Instruments",18,pounds,NULL,inches,0,81
65,1,"Novation Circuit Mono Station Paraphonic Analog Synthesizer w/ Geartree Cloth and Headphones","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B075TH2784,B075TH2784,97,4334321513,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81yUe1TQq%2BL._SL1500_.jpg,7,pounds,"#330,615 in Musical Instruments (See Top 100 in Musical Instruments)","#895 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-08-08,Novation,7,pounds,NULL,inches,0,83
66,1,"Malekko Varigate 8+ 8-CHANNEL 16-STEP GATE SEQUENCER + 2 CV OUTS w/Geartree Clo","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B075TFH9DK,B075TFH9DK,98,"Varigate 8+",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81rPYZrmG-L._SL1500_.jpg,2,pounds,"#430,777 in Musical Instruments (See Top 100 in Musical Instruments)","#1,171 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-05-09,Malekko,2,pounds,NULL,inches,0,84
67,1,,"Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B075RZGWMW,B075RZGWMW,99,"Kronos 73",4,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61N5J2O-7eL._SL1100_.jpg,47,pounds,"#322,954 in Musical Instruments (See Top 100 in Musical Instruments)","#858 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-09-20,Korg,47,pounds,NULL,inches,0,85
68,1,"Korg Kross 61 Keyboard Workstation Level 2 Regular 190839139962","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B075RF8TDW,B075RF8TDW,100,"USED005063 Kross 61",5,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61Uqlu2LN5L._SL1000_.jpg,1,1pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2017-09-19,Korg,14,pounds,NULL,inches,0,86
69,1,"Behringer Deepmind 12D Analog 12 Voice Polyphonic Desktop Synth w/Sustain Pedal","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B075QNZGDK,B075QNZGDK,101,4334207493,5,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71PicyVJ9SL._SL1500_.jpg,16,16.4pounds,"#334,618 in Musical Instruments (See Top 100 in Musical Instruments)","#906 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-09-18,Behringer,16,pounds,NULL,inches,0,87
70,1,"KORG SYNTHESIZER WORKSTATION KROSS 2-61-MB (Super Matte Black)【Japan Domestic genuine products】【Ships from JAPAN】","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B075KK3X8M,B075KK3X8M,103,KROSS2-61-MB,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81QrNSbskdL._SL1500_.jpg,12,12.02pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-02-08,Korg,8,pounds,NULL,inches,0,89
71,1,"Studiologic Sledge 2 BLACK Synthesizer w/Cleaning Cloth, Pedal, and Heaphones","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B075JRG6FK,B075JRG6FK,104,"[!Error: part_number Not Found]",3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71EGFmM5scL._SL1500_.jpg,30,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2017-09-11,Studiologic,30,pounds,NULL,inches,0,90
72,1,"Roland SE-02 Boutique Designer Series Analog Synthesizer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B0759R1FSB,B0759R1FSB,105,SE-02,4,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61NVJNbuzfL._SL1000_.jpg,8,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2017-08-31,Roland,2,pounds,NULL,inches,0,91
73,1,"Novation IMPULSE 25 Ableton Live 25-Key MIDI USB Keyboard Controller + Speaker","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B0753ZG4GK,B0753ZG4GK,106,"IMPULSE 25+RHB70",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71%2B0B4PUBuL._SL1500_.jpg,17,pounds,"#429,213 in Musical Instruments (See Top 100 in Musical Instruments)","#1,168 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-06-21,Novation,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,92
75,1,"Dreadbox White Line Murmux Filter 12 hp Classic Filter Eurorack Module","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B072XYDXXJ,B072XYDXXJ,114,"White Line Murmux Filter",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/8113wkNzgAL._SL1500_.jpg,1,pounds,"#358,156 in Musical Instruments (See Top 100 in Musical Instruments)","#971 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-06-20,Dreadbox,1,pounds,NULL,inches,0,97
76,1,"Pittsburgh Modular Synthesizers LIFEFORMS BINARY FILTER","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B072B66MM7,B072B66MM7,116,PMS2037,1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71enjc63LWL._SL1500_.jpg,7,ounces,"#448,220 in Musical Instruments (See Top 100 in Musical Instruments)","#1,243 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-04-22,"Pittsburgh Modular Synthesizers",7,ounces,NULL,inches,0,99
77,1,"Pittsburgh Modular Synthesizers LIFEFORMS DUAL VCA","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B072B5S855,B072B5S855,117,PMS2042,1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71893aWUgOL._SL1500_.jpg,7,ounces,"#337,040 in Musical Instruments (See Top 100 in Musical Instruments)","#913 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-04-22,"Pittsburgh Modular Synthesizers",7,ounces,NULL,inches,0,100
78,1,"Nalbantov USB Floppy Disk Drive Emulator for E-mu Emax II or rack version + OS (Emu Emax 2)","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07282GJVN,B07282GJVN,118,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81sZusUK7CL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2015-10-24,"Nalbantov Electronics",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,101
79,1,"Floppy Disk USB Emulator Nalbantov N-Drive 1000 for Yamaha Clavinova CVP50/55/60/65/70","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07KB52968,B07KB52968,125,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71sk8ynAdDL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-11-06,"Nalbantov Electronics",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,103
81,1,"STYLOPHONE GEN X-1 Portable Analog Synthesizer: with Built-in Speaker, Keyboard and Soundstrip, LFO, Low pass filter, Envelope, Sub-octaves & Delay","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B075BBSLR2,B075BBSLR2,132,10766406,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71GsoY5SxBL._SL1000_.jpg,15,ounces,"#5,783 in Musical Instruments (See Top 100 in Musical Instruments)","#10 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-09-13,"Dubreq Stylophone",15,ounces,NULL,"[!Error: dimensions_unit Not Found]",0,105
82,1,"Korg 16-Key Synthesizer VOLCABEATS","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00CAKOVQM,B01MSJW92G,133,VOLCABEATS,3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71HUxxk-2NL._SL1500_.jpg,2,pounds,"#5,582 in Musical Instruments (See Top 100 in Musical Instruments)","#9 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2013-04-20,Korg,1,pounds,NULL,inches,1,106
83,1,,"Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00Q7WU7LC,B07L9H4SVJ,134,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/41r-gisOh8L._SL1378_.jpg,2,pounds,"#4 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,,2014-11-27,Otamatone,2,pounds,NULL,inches,0,107
84,1,"Korg Monotron Delay Analog Ribbon Synthesizer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00684KFAM,B015HG7ZR2,135,MONOTRONDLY,5,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81Ez772v1iL._SL1500_.jpg,7,ounces,"#5,838 in Musical Instruments (See Top 100 in Musical Instruments)","#11 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2011-11-15,Korg,6,ounces,NULL,inches,1,108
85,1,"BEHRINGER Synthesizer (MODELD)","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07BHYZRYG,B07BHYZRYG,136,MODELD,5,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61aXzUeVWmL._SL1000_.jpg,5,pounds,"#2,955 in Musical Instruments (See Top 100 in Musical Instruments)","#4 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-04-11,Behringer,4,pounds,NULL,inches,1,109
86,1,"Dubreq eMedia My Stylophone pocket synthesizer plus kids songbook","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B0782168GM,B0782168GM,137,DU05171,2,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/91TeqRT2C2L._SL1500_.jpg,4,ounces,"#3,681 in Musical Instruments (See Top 100 in Musical Instruments)","#3 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-12-01,eMedia,4,ounces,NULL,inches,1,110
87,1,"Great Sounding Theremin At a Great Price","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B009WQJCLQ,B009WQJCLQ,138,GS12,1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61OR9%2BPTRiL._SL1500_.jpg,2,pounds,"#3,159 in Musical Instruments (See Top 100 in Musical Instruments)","#1 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2012-10-25,"Burns Theremins",2,pounds,NULL,inches,0,111
88,1,"Behringer Synthesizer (Neutron)","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07J1VP47V,B07J1VP47V,139,NEUTRON,4,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61EbFNr1XNL._SL1000_.jpg,5,pounds,"#16,152 in Musical Instruments (See Top 100 in Musical Instruments)","#24 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-09-25,Behringer,5,pounds,NULL,inches,0,112
